mindmanager;en;en-US
mindmanager;en;de-DE
mindmanager;en;fr-FR
mindmanager;en;es-MX
mindmanager;en;nl-NL
mindmanager;en;ja-JP
mindmanager;en;ru-RU
mindmanager;en;zh-CN

