en-CA;ESDPVS2021ULT2;223452;PVBULT_2020-2;199.99;119.99;;40%;-40%;($80)
da-DK;ESDPVS2021ULT2;223452;PVBULT_2020-2;1,398;838;;40%;-40%;($560)
de-DE;ESDPVS2021ULT2;223452;PVBULT_2020-2;179,99;107,99;;40 %;-40%;($72)
de-LI;ESDPVS2021ULT2;223452;PVBULT_2020-2;199.95;119.95;;40%;-40%;($80)
en-AU;ESDPVS2021ULT2;223452;PVBULT_2020-2;309;184;;40%;-40%;($125)
en-GB;ESDPVS2021ULT2;223452;PVBULT_2020-2;179.99;107.99;;40%;-40%;($72)
en-IE;ESDPVS2021ULT2;223452;PVBULT_2020-2;179.99;107.99;;40%;-40%;($72)
en-IN;ESDPVS2021ULT2;223452;PVBULT_2020-2;16,800;10,080;;40%;-40%;($6,720)
en-MY;ESDPVS2021ULT2;223452;PVBULT_2020-2;840;504;;40%;-40%;($336)
en-NZ;ESDPVS2021ULT2;223452;PVBULT_2020-2;338;202;;40%;-40%;($136)
en-SG;ESDPVS2021ULT2;223452;PVBULT_2020-2;298;178;;40%;-40%;($120)
en-US;ESDPVS2021ULT2;223452;PVBULT_2020-2;199.99;119.99;;40%;-40%;($80)
en-ZA;ESDPVS2021ULT2;223452;PVBULT_2020-2;2 800;1 680;;40%;-40%;($1,120)
es-ES;ESDPVS2021ULT2;223452;PVBULT_2020-2;179,99;107,99;;40%;-40%;($72)
es-MX;ESDPVS2021ULT2;223452;PVBULT_2020-2;4,700;2,820;;40%;-40%;($1,880)
fr-FR;ESDPVS2021ULT2;223452;PVBULT_2020-2;179,99;107,99;;40 %;-40%;($72)
it-IT;ESDPVS2021ULT2;223452;PVBULT_2020-2;179,99;107,99;;40%;-40%;($72)
ja-JP;ESDPVS2021ULT2;223452;PVBULT_2020-2;27,580;16,480;;40%;-40%;($11,100)
ko-KR;ESDPVS2021ULT2;223452;PVBULT_2020-2;220,000;132,000;;40%;-40%;($88,000)
nb-NO;ESDPVS2021ULT2;223452;PVBULT_2020-2;1,598;958;;40%;-40%;($640)
nl-NL;ESDPVS2021ULT2;223452;PVBULT_2020-2;179,99;107,99;;40%;-40%;($72)
pl-PL;ESDPVS2021ULT2;223452;PVBULT_2020-2;798;478;;40%;-40%;($320)
pt-BR;ESDPVS2021ULT2;223452;PVBULT_2020-2;778;466;;40%;-40%;($312)
ru-RU;ESDPVS2021ULT2;223452;PVBULT_2020-2;15,320;;;;;
se-SE;ESDPVS2021ULT2;223452;PVBULT_2020-2;1,948;1,168;;40%;-40%;($780)
zh-HK;ESDPVS2021ULT2;223452;PVBULT_2020-2;1,560;936;;40%;-40%;($624)
zh-TW;ESDPVS2021ULT2;223452;PVBULT_2020-2;7,600;4,560;;40%;-40%;($3,040)
en-RW;ESDPVS2021ULT;220770;PVBULT_2020;199.99;119.99;;40%;-40%;($80)
