da-DK;ESDPSP2021ML;227067;PSP_2021_PRO;549;;;;;;0
da-DK;ESDPSP2021MLUG;227068;PSP_2021_PRO;399;;;;;;
de-DE;ESDPSP2021ML;227067;PSP_2021_PRO;69.99;;;;;;
de-DE;ESDPSP2021MLUG;227068;PSP_2021_PRO;49.99;;;;;;
de-LI;ESDPSP2021ML;227067;PSP_2021_PRO;79.95;;;;;;
de-LI;ESDPSP2021MLUG;227068;PSP_2021_PRO;59.95;;;;;;
en-AU;ESDPSP2021ML;227067;PSP_2021_PRO;119;;;;;;
en-AU;ESDPSP2021MLUG;227068;PSP_2021_PRO;89;;;;;;
en-CA;ESDPSP2021ML;227067;PSP_2021_PRO;79.99;;;;;;
en-CA;ESDPSP2021MLUG;227068;PSP_2021_PRO;59.99;;;;;;
en-GB;ESDPSP2021ML;227067;PSP_2021_PRO;69.99;;;;;;
en-GB;ESDPSP2021MLUG;227068;PSP_2021_PRO;49.99;;;;;;
en-IE;ESDPSP2021ML;227067;PSP_2021_PRO;69.99;;;;;;
en-IE;ESDPSP2021MLUG;227068;PSP_2021_PRO;49.99;;;;;;
en-IN;ESDPSP2021ML;227067;PSP_2021_PRO;5200;;;;;;
en-IN;ESDPSP2021MLUG;227068;PSP_2021_PRO;4100;;;;;;
en-MY;ESDPSP2021ML;227067;PSP_2021_PRO;335;;;;;;
en-MY;ESDPSP2021MLUG;227068;PSP_2021_PRO;250;;;;;;
en-NZ;ESDPSP2021ML;227067;PSP_2021_PRO;134;;;;;;
en-NZ;ESDPSP2021MLUG;227068;PSP_2021_PRO;99;;;;;;
en-SG;ESDPSP2021ML;227067;PSP_2021_PRO;99;;;;;;
en-SG;ESDPSP2021MLUG;227068;PSP_2021_PRO;79;;;;;;
en-US;ESDPSP2021ML;227067;PSP_2021_PRO;79.99;;;;;;
en-US;ESDPSP2021MLUG;227068;PSP_2021_PRO;59.99;;;;;;
en-ZA;ESDPSP2021ML;227067;PSP_2021_PRO;1100;;;;;;
en-ZA;ESDPSP2021MLUG;227068;PSP_2021_PRO;825;;;;;;
es-ES;ESDPSP2021ML;227067;PSP_2021_PRO;69.99;;;;;;
es-ES;ESDPSP2021MLUG;227068;PSP_2021_PRO;49.99;;;;;;
es-MX;ESDPSP2021ML;227067;PSP_2021_PRO;1900;;;;;;
es-MX;ESDPSP2021MLUG;227068;PSP_2021_PRO;1400;;;;;;
fr-FR;ESDPSP2021ML;227067;PSP_2021_PRO;69.99;;;;;;
fr-FR;ESDPSP2021MLUG;227068;PSP_2021_PRO;49.99;;;;;;
it-IT;ESDPSP2021ML;227067;PSP_2021_PRO;69.99;;;;;;
it-IT;ESDPSP2021MLUG;227068;PSP_2021_PRO;49.99;;;;;;
ja-JP;ESDPSP2021ML;227067;PSP_2021_PRO;9880;;;;;;
ja-JP;ESDPSP2021MLUG;227068;PSP_2021_PRO;6480;;;;;;
ko-KR;ESDPSP2021ML;227067;PSP_2021_PRO;88000;;;;;;
ko-KR;ESDPSP2021MLUG;227068;PSP_2021_PRO;67000;;;;;;
nb-NO;ESDPSP2021ML;227067;PSP_2021_PRO;599;;;;;;
nb-NO;ESDPSP2021MLUG;227068;PSP_2021_PRO;429;;;;;;
nl-NL;ESDPSP2021ML;227067;PSP_2021_PRO;69.99;;;;;;
nl-NL;ESDPSP2021MLUG;227068;PSP_2021_PRO;49.99;;;;;;
pl-PL;ESDPSP2021ML;227067;PSP_2021_PRO;299;;;;;;
pl-PL;ESDPSP2021MLUG;227068;PSP_2021_PRO;229;;;;;;
pt-BR;ESDPSP2021ML;227067;PSP_2021_PRO;309;;;;;;
pt-BR;ESDPSP2021MLUG;227068;PSP_2021_PRO;229;;;;;;
ru-RU;ESDPSP2021ML;227067;PSP_2021_PRO;6300;;;;;;
ru-RU;ESDPSP2021MLUG;227068;PSP_2021_PRO;4700;;;;;;
se-SE;ESDPSP2021ML;227067;PSP_2021_PRO;769;;;;;;
se-SE;ESDPSP2021MLUG;227068;PSP_2021_PRO;539;;;;;;
zh-HK;ESDPSP2021ML;227067;PSP_2021_PRO;620;;;;;;
zh-HK;ESDPSP2021MLUG;227068;PSP_2021_PRO;470;;;;;;
zh-TW;ESDPSP2021ML;227067;PSP_2021_PRO;3200;;;;;;
zh-TW;ESDPSP2021MLUG;227068;PSP_2021_PRO;2600;;;;;;
en-RW;ESDPSP2021ML;227067;PSP_2021_PRO;79.99;;;;;;
en-RW;ESDPSP2021MLUG;227068;PSP_2021_PRO;59.99;;;;;;
